ngw1.eastman.com - - [03/Aug/1995:12:42:07 -0400] "GET /cgi-bin/imagemap/countdown70?70,155 HTTP/1.0" 302 111
palona1.cns.hp.com - - [03/Aug/1995:12:42:16 -0400] "GET /images/kscarea.gif HTTP/1.0" 200 84503
163.205.26.44 - - [03/Aug/1995:12:42:16 -0400] "GET /images/USA-logosmall.gif HTTP/1.0" 200 234
163.205.26.44 - - [03/Aug/1995:12:42:17 -0400] "GET /images/WORLD-logosmall.gif HTTP/1.0" 200 669
kvikkjokk.cs.umu.se - - [03/Aug/1995:12:42:17 -0400] "GET /images/STS-5.JPG HTTP/1.0" 200 106496
157.253.126.132 - - [03/Aug/1995:12:42:18 -0400] "GET /shuttle/countdown/countdown.html HTTP/1.0" 200 4324
emngw1.eastman.com - - [03/Aug/1995:12:42:19 -0400] "GET /facilities/lc39a.html HTTP/1.0" 200 7008
boydc.pgh.wec.com - - [03/Aug/1995:12:42:19 -0400] "GET /images/USA-logosmall.gif HTTP/1.0" 200 234
dd10-041.compuserve.com - - [03/Aug/1995:12:42:19 -0400] "GET /facilities/hq.html HTTP/1.0" 200 1091
128.217.61.57 - - [03/Aug/1995:12:42:20 -0400] "GET /facilities/vab.html HTTP/1.0" 200 4045
emngw1.eastman.com - - [03/Aug/1995:12:42:20 -0400] "GET /images/lc39a-logo.gif HTTP/1.0" 200 13116
128.217.61.57 - - [03/Aug/1995:12:42:20 -0400] "GET /images/vab-small.gif HTTP/1.0" 200 35709
204.234.1.72 - - [03/Aug/1995:12:42:20 -0400] "GET /cgi-bin/imagemap/countdown70?65,182 HTTP/1.0" 302 96
emngw1.eastman.com - - [03/Aug/1995:12:42:20 -0400] "GET /images/ksclogosmall.gif HTTP/1.0" 200 3635
emngw1.eastman.com - - [03/Aug/1995:12:42:20 -0400] "GET /images/kscmap-tiny.gif HTTP/1.0" 200 2537
boydc.pgh.wec.com - - [03/Aug/1995:12:42:20 -0400] "GET /images/WORLD-logosmall.gif HTTP/1.0" 200 669
stortek1.stortek.com - - [03/Aug/1995:12:42:24 -0400] "GET /shuttle/countdown/ HTTP/1.0" 200 4324
stortek1.stortek.com - - [03/Aug/1995:12:42:26 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
198.154.16.45 - - [03/Aug/1995:12:42:27 -0400] "GET /shuttle/countdown/count70.gif HTTP/1.0" 200 46573
stortek1.stortek.com - - [03/Aug/1995:12:42:27 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
stortek1.stortek.com - - [03/Aug/1995:12:42:28 -0400] "GET /shuttle/countdown/count70.gif HTTP/1.0" 200 46573
gate.chips.ibm.com - - [03/Aug/1995:12:42:29 -0400] "GET /shuttle/missions/sts-70/images/KSC-95EC-0999.jpg HTTP/1.0" 200 77899
dd10-041.compuserve.com - - [03/Aug/1995:12:42:30 -0400] "GET /images/hq.gif HTTP/1.0" 200 40582
emngw1.eastman.com - - [03/Aug/1995:12:42:30 -0400] "GET /history/apollo/apollo.html HTTP/1.0" 200 3260
emngw1.eastman.com - - [03/Aug/1995:12:42:30 -0400] "GET /history/apollo/images/footprint-small.gif HTTP/1.0" 200 18149
157.253.126.132 - - [03/Aug/1995:12:42:31 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
157.253.126.132 - - [03/Aug/1995:12:42:31 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
198.213.130.253 - - [03/Aug/1995:12:42:32 -0400] "GET /shuttle/missions/sts-58/sts-58-press-kit.txt HTTP/1.0" 200 57344
intgate.raleigh.ibm.com - - [03/Aug/1995:12:42:32 -0400] "GET /history/apollo/apollo.html HTTP/1.0" 200 3260
intgate.raleigh.ibm.com - - [03/Aug/1995:12:42:35 -0400] "GET /history/apollo/images/footprint-small.gif HTTP/1.0" 200 18149
128.217.61.57 - - [03/Aug/1995:12:42:35 -0400] "GET /facilities/mlp.html HTTP/1.0" 200 2653
128.217.61.57 - - [03/Aug/1995:12:42:35 -0400] "GET /images/mlp-logo.gif HTTP/1.0" 200 28426
192.225.75.179 - - [03/Aug/1995:12:42:37 -0400] "GET / HTTP/1.0" 200 7280
intgate.raleigh.ibm.com - - [03/Aug/1995:12:42:39 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
stortek1.stortek.com - - [03/Aug/1995:12:42:40 -0400] "GET /cgi-bin/imagemap/countdown70?265,189 HTTP/1.0" 302 97
intgate.raleigh.ibm.com - - [03/Aug/1995:12:42:41 -0400] "GET /history/apollo/images/apollo-logo1.gif HTTP/1.0" 200 1173
stortek1.stortek.com - - [03/Aug/1995:12:42:42 -0400] "GET /shuttle/countdown/lps/fr.html HTTP/1.0" 200 1879
stortek1.stortek.com - - [03/Aug/1995:12:42:44 -0400] "GET /shuttle/countdown/lps/fr.gif HTTP/1.0" 200 30232
stortek1.stortek.com - - [03/Aug/1995:12:42:46 -0400] "GET /shuttle/countdown/lps/back.gif HTTP/1.0" 200 1289
164.116.78.101 - - [03/Aug/1995:12:42:47 -0400] "GET /shuttle/missions/sts-70/movies/movies.html HTTP/1.0" 200 2979
gate.chips.ibm.com - - [03/Aug/1995:12:42:49 -0400] "GET /shuttle/missions/sts-70/images/KSC-95EC-1000.gif HTTP/1.0" 200 28836
ifm2.ifm.umich.mx - - [03/Aug/1995:12:42:49 -0400] "GET / HTTP/1.0" 200 7280
164.116.78.101 - - [03/Aug/1995:12:42:49 -0400] "GET /shuttle/missions/sts-70/sts-70-patch-small.gif HTTP/1.0" 200 5978
157.253.126.132 - - [03/Aug/1995:12:42:50 -0400] "GET /shuttle/countdown/count70.gif HTTP/1.0" 200 46573
192.225.75.179 - - [03/Aug/1995:12:42:51 -0400] "GET /shuttle/technology/sts-newsref/stsref-toc.html HTTP/1.0" 200 84905
emngw1.eastman.com - - [03/Aug/1995:12:42:52 -0400] "GET /history/apollo/apollo-spacecraft.txt HTTP/1.0" 200 2261
ifm2.ifm.umich.mx - - [03/Aug/1995:12:42:52 -0400] "GET /images/ksclogo-medium.gif HTTP/1.0" 200 5866
128.217.61.57 - - [03/Aug/1995:12:42:54 -0400] "GET /facilities/oc.html HTTP/1.0" 200 1511
128.217.61.57 - - [03/Aug/1995:12:42:54 -0400] "GET /images/oc.gif HTTP/1.0" 200 41785
intgate.raleigh.ibm.com - - [03/Aug/1995:12:42:54 -0400] "GET /history/apollo/apollo-4/apollo-4.html HTTP/1.0" 200 3542
ifm2.ifm.umich.mx - - [03/Aug/1995:12:42:55 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
ifm2.ifm.umich.mx - - [03/Aug/1995:12:42:55 -0400] "GET /images/MOSAIC-logosmall.gif HTTP/1.0" 200 363
ifm2.ifm.umich.mx - - [03/Aug/1995:12:42:56 -0400] "GET /images/USA-logosmall.gif HTTP/1.0" 200 234
stortek1.stortek.com - - [03/Aug/1995:12:42:56 -0400] "GET /cgi-bin/imagemap/fr?298,180 HTTP/1.0" 302 83
usr14-dialup2.atlanta.mci.net - - [03/Aug/1995:12:42:57 -0400] "GET /shuttle/countdown/ HTTP/1.0" 200 4324
intgate.raleigh.ibm.com - - [03/Aug/1995:12:42:58 -0400] "GET /history/apollo/apollo-4/apollo-4-patch-small.gif HTTP/1.0" 200 11934
stortek1.stortek.com - - [03/Aug/1995:12:42:59 -0400] "GET /shuttle/countdown/lps/c-5-6/c-5-6.html HTTP/1.0" 200 4249
ifm2.ifm.umich.mx - - [03/Aug/1995:12:43:00 -0400] "GET /images/WORLD-logosmall.gif HTTP/1.0" 200 669
dolphin3.me.mtu.edu - - [03/Aug/1995:12:43:00 -0400] "GET /shuttle/resources/orbiters/endeavour.html HTTP/1.0" 200 6168
stortek1.stortek.com - - [03/Aug/1995:12:43:00 -0400] "GET /shuttle/countdown/lps/images/C-5-6.gif HTTP/1.0" 200 8763
usr14-dialup2.atlanta.mci.net - - [03/Aug/1995:12:43:00 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
usr14-dialup2.atlanta.mci.net - - [03/Aug/1995:12:43:01 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
164.116.78.80 - - [03/Aug/1995:12:43:01 -0400] "GET /shuttle/countdown/video/livevideo.jpeg HTTP/1.0" 200 47989
gate.chips.ibm.com - - [03/Aug/1995:12:43:02 -0400] "GET /shuttle/missions/sts-70/images/KSC-95EC-1001.gif HTTP/1.0" 200 30910
dolphin3.me.mtu.edu - - [03/Aug/1995:12:43:02 -0400] "GET /shuttle/resources/orbiters/endeavour-logo.gif HTTP/1.0" 200 5052
intgate.raleigh.ibm.com - - [03/Aug/1995:12:43:03 -0400] "GET /images/ksclogosmall.gif HTTP/1.0" 200 3635
192.225.75.179 - - [03/Aug/1995:12:43:03 -0400] "GET /shuttle/missions/missions.html HTTP/1.0" 200 8677
dd10-041.compuserve.com - - [03/Aug/1995:12:43:04 -0400] "GET /images/ksclogosmall.gif HTTP/1.0" 200 3635
ws10.lab02.wwu.edu - - [03/Aug/1995:12:43:04 -0400] "GET /ksc.html HTTP/1.0" 200 7280
ws10.lab02.wwu.edu - - [03/Aug/1995:12:43:05 -0400] "GET /images/ksclogo-medium.gif HTTP/1.0" 200 5866
usr14-dialup2.atlanta.mci.net - - [03/Aug/1995:12:43:05 -0400] "GET /shuttle/countdown/count70.gif HTTP/1.0" 200 46573
intgate.raleigh.ibm.com - - [03/Aug/1995:12:43:06 -0400] "GET /history/apollo/images/footprint-logo.gif HTTP/1.0" 200 4209
dolphin3.me.mtu.edu - - [03/Aug/1995:12:43:07 -0400] "GET /images/ksclogosmall.gif HTTP/1.0" 200 3635
194.21.38.50 - - [03/Aug/1995:12:43:07 -0400] "GET / HTTP/1.0" 200 7280
ws10.lab02.wwu.edu - - [03/Aug/1995:12:43:08 -0400] "GET /images/USA-logosmall.gif HTTP/1.0" 200 234
ws10.lab02.wwu.edu - - [03/Aug/1995:12:43:08 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
ws10.lab02.wwu.edu - - [03/Aug/1995:12:43:08 -0400] "GET /images/MOSAIC-logosmall.gif HTTP/1.0" 200 363
stortek1.stortek.com - - [03/Aug/1995:12:43:08 -0400] "GET /shuttle/countdown/lps/images/C-5-6-large.gif HTTP/1.0" 200 30370
dolphin3.me.mtu.edu - - [03/Aug/1995:12:43:09 -0400] "GET /shuttle/resources/orbiters/orbiters-logo.gif HTTP/1.0" 200 1932
sauron.astro.uni-jena.de - - [03/Aug/1995:12:43:09 -0400] "GET /ksc.html HTTP/1.0" 200 7280
dd10-041.compuserve.com - - [03/Aug/1995:12:43:10 -0400] "GET /images/kscmap-tiny.gif HTTP/1.0" 200 2537
xmeng154.litel.com - - [03/Aug/1995:12:43:11 -0400] "GET /facts/faq10.html HTTP/1.0" 200 20903
192.225.75.179 - - [03/Aug/1995:12:43:11 -0400] "GET /shuttle/missions/sts-77/mission-sts-77.html HTTP/1.0" 200 3065
164.116.78.88 - - [03/Aug/1995:12:43:11 -0400] "GET /shuttle/countdown/tour.html HTTP/1.0" 200 4347
164.116.78.88 - - [03/Aug/1995:12:43:14 -0400] "GET /images/KSC-94EC-412-small.gif HTTP/1.0" 200 20484
164.116.78.88 - - [03/Aug/1995:12:43:16 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
198.154.16.45 - - [03/Aug/1995:12:43:17 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
usr14-dialup2.atlanta.mci.net - - [03/Aug/1995:12:43:18 -0400] "GET /cgi-bin/imagemap/countdown70?67,217 HTTP/1.0" 302 110
relay1-ext.ucia.gov - - [03/Aug/1995:12:43:19 -0400] "GET /history/apollo/apollo-13/sounds/a13_001.wav HTTP/1.0" 200 280014
usr14-dialup2.atlanta.mci.net - - [03/Aug/1995:12:43:19 -0400] "GET /shuttle/missions/sts-70/images/images.html HTTP/1.0" 200 8657
128.158.48.26 - - [03/Aug/1995:12:43:23 -0400] "GET /shuttle/missions/sts-69/mission-sts-69.html HTTP/1.0" 200 11137
hutspa.pha.jhu.edu - - [03/Aug/1995:12:43:24 -0400] "GET /shuttle/missions/sts-35/news HTTP/1.0" 302 -
hutspa.pha.jhu.edu - - [03/Aug/1995:12:43:25 -0400] "GET /shuttle/missions/sts-35/news/ HTTP/1.0" 200 374
emngw1.eastman.com - - [03/Aug/1995:12:43:25 -0400] "GET /history/apollo/apollo-13/apollo-13.html HTTP/1.0" 200 18556
hutspa.pha.jhu.edu - - [03/Aug/1995:12:43:26 -0400] "GET /icons/blank.xbm HTTP/1.0" 200 509
emngw1.eastman.com - - [03/Aug/1995:12:43:26 -0400] "GET /history/apollo/apollo-13/apollo-13-patch-small.gif HTTP/1.0" 200 12859
132.146.58.131 - - [03/Aug/1995:12:43:27 -0400] "GET /shuttle/technology/sts-newsref/srb.html HTTP/1.0" 200 49553
xmeng154.litel.com - - [03/Aug/1995:12:43:27 -0400] "GET /shuttle/resources/orbiters/endeavour.html HTTP/1.0" 200 6168
hutspa.pha.jhu.edu - - [03/Aug/1995:12:43:27 -0400] "GET /icons/menu.xbm HTTP/1.0" 200 527
ws10.lab02.wwu.edu - - [03/Aug/1995:12:43:27 -0400] "GET /shuttle/missions/missions.html HTTP/1.0" 200 8677
emngw1.eastman.com - - [03/Aug/1995:12:43:28 -0400] "GET /history/apollo/images/footprint-logo.gif HTTP/1.0" 200 4209
128.158.48.26 - - [03/Aug/1995:12:43:28 -0400] "GET /shuttle/missions/sts-69/sts-69-patch-small.gif HTTP/1.0" 200 8083
ws10.lab02.wwu.edu - - [03/Aug/1995:12:43:28 -0400] "GET /images/launchmedium.gif HTTP/1.0" 200 11853
dd10-041.compuserve.com - - [03/Aug/1995:12:43:28 -0400] "GET /ksc.html HTTP/1.0" 200 7280
xmeng154.litel.com - - [03/Aug/1995:12:43:29 -0400] "GET /shuttle/resources/orbiters/orbiters-logo.gif HTTP/1.0" 304 0
194.21.38.50 - - [03/Aug/1995:12:43:29 -0400] "GET /images/USA-logosmall.gif HTTP/1.0" 200 234
166.35.193.6 - - [03/Aug/1995:12:43:30 -0400] "GET /history/apollo/apollo-11/apollo-11.html HTTP/1.0" 200 44877
xmeng154.litel.com - - [03/Aug/1995:12:43:30 -0400] "GET /shuttle/resources/orbiters/endeavour-logo.gif HTTP/1.0" 200 5052
192.225.75.179 - - [03/Aug/1995:12:43:30 -0400] "GET /shuttle/missions/sts-77/mission-sts-77.html HTTP/1.0" 304 0
194.21.38.50 - - [03/Aug/1995:12:43:30 -0400] "GET /images/MOSAIC-logosmall.gif HTTP/1.0" 200 363
192.225.75.179 - - [03/Aug/1995:12:43:31 -0400] "GET /shuttle/missions/sts-77/sts-77-patch-small.gif HTTP/1.0" 200 4179
192.225.75.179 - - [03/Aug/1995:12:43:31 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
192.225.75.179 - - [03/Aug/1995:12:43:31 -0400] "GET /images/launch-logo.gif HTTP/1.0" 200 1713
192.225.75.179 - - [03/Aug/1995:12:43:31 -0400] "GET /history/apollo/images/apollo-logo1.gif HTTP/1.0" 200 1173
164.116.78.80 - - [03/Aug/1995:12:43:31 -0400] "GET /htbin/cdt_clock.pl HTTP/1.0" 200 543
ws10.lab02.wwu.edu - - [03/Aug/1995:12:43:31 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
194.21.38.50 - - [03/Aug/1995:12:43:31 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
128.158.48.26 - - [03/Aug/1995:12:43:31 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
scruffy.phast.umass.edu - - [03/Aug/1995:12:43:32 -0400] "GET /shuttle/missions/sts-70/movies/sts-70-tdrs-processing.mpg HTTP/1.0" 200 583607
194.21.38.50 - - [03/Aug/1995:12:43:32 -0400] "GET /images/ksclogo-medium.gif HTTP/1.0" 200 5866
164.116.78.88 - - [03/Aug/1995:12:43:34 -0400] "GET /facilities/mlp.html HTTP/1.0" 200 2653
132.146.58.131 - - [03/Aug/1995:12:43:35 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
128.158.48.26 - - [03/Aug/1995:12:43:35 -0400] "GET /images/launch-logo.gif HTTP/1.0" 200 1713
slip4032.sirius.com - - [03/Aug/1995:12:43:35 -0400] "GET /shuttle/missions/sts-71/movies/crew-arrival-t38.mpg HTTP/1.0" 200 305722
164.116.78.88 - - [03/Aug/1995:12:43:36 -0400] "GET /images/mlp-logo.gif HTTP/1.0" 200 28426
164.116.78.88 - - [03/Aug/1995:12:43:36 -0400] "GET /images/ksclogosmall.gif HTTP/1.0" 200 3635
pc0520.hrim.bbsrc.ac.uk - - [03/Aug/1995:12:43:36 -0400] "GET /history/history.html HTTP/1.0" 200 1602
164.116.78.88 - - [03/Aug/1995:12:43:36 -0400] "GET /images/kscmap-tiny.gif HTTP/1.0" 200 2537
128.158.48.26 - - [03/Aug/1995:12:43:37 -0400] "GET /history/apollo/images/apollo-logo1.gif HTTP/1.0" 200 1173
166.35.193.6 - - [03/Aug/1995:12:43:38 -0400] "GET /history/apollo/apollo-11/apollo-11-patch-small.gif HTTP/1.0" 200 11175
pc0520.hrim.bbsrc.ac.uk - - [03/Aug/1995:12:43:38 -0400] "GET /history/apollo/images/apollo-small.gif HTTP/1.0" 200 9630
palona1.cns.hp.com - - [03/Aug/1995:12:43:39 -0400] "GET /images/flight-deck.gif HTTP/1.0" 200 548658
194.21.38.50 - - [03/Aug/1995:12:43:39 -0400] "GET /images/WORLD-logosmall.gif HTTP/1.0" 200 669
pc0520.hrim.bbsrc.ac.uk - - [03/Aug/1995:12:43:39 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
pc0520.hrim.bbsrc.ac.uk - - [03/Aug/1995:12:43:40 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
stortek1.stortek.com - - [03/Aug/1995:12:43:40 -0400] "GET /cgi-bin/imagemap/countdown70?292,290 HTTP/1.0" 302 85
kriley.cin.dca.com - - [03/Aug/1995:12:43:40 -0400] "GET /ksc.html HTTP/1.0" 200 7280
166.35.193.6 - - [03/Aug/1995:12:43:40 -0400] "GET /images/ksclogosmall.gif HTTP/1.0" 200 3635
166.35.193.6 - - [03/Aug/1995:12:43:40 -0400] "GET /history/apollo/images/footprint-logo.gif HTTP/1.0" 200 4209
stortek1.stortek.com - - [03/Aug/1995:12:43:42 -0400] "GET /htbin/cdt_main.pl HTTP/1.0" 200 3714
199.22.2.35 - - [03/Aug/1995:12:43:42 -0400] "GET /shuttle/missions/sts-28/mission-sts-28.html HTTP/1.0" 200 4080
gate.chips.ibm.com - - [03/Aug/1995:12:43:44 -0400] "GET /shuttle/missions/sts-70/images/KSC-95EC-0540.jpg HTTP/1.0" 200 110694
192.225.75.179 - - [03/Aug/1995:12:43:44 -0400] "GET /shuttle/missions/sts-77/sts-77-info.html HTTP/1.0" 200 1428
tweedie.navsses.navy.mil - - [03/Aug/1995:12:43:44 -0400] "GET /ksc.html HTTP/1.0" 200 7280
stortek1.stortek.com - - [03/Aug/1995:12:43:44 -0400] "GET /shuttle/countdown/images/countclock.gif HTTP/1.0" 200 13994
tweedie.navsses.navy.mil - - [03/Aug/1995:12:43:45 -0400] "GET /images/ksclogo-medium.gif HTTP/1.0" 200 5866
boydc.pgh.wec.com - - [03/Aug/1995:12:43:46 -0400] "GET /shuttle/missions/sts-63/mission-sts-63.html HTTP/1.0" 200 53509
trojan.jpl.nasa.gov - - [03/Aug/1995:12:43:47 -0400] "GET /shuttle/missions/missions.html HTTP/1.0" 200 8677
trojan.jpl.nasa.gov - - [03/Aug/1995:12:43:48 -0400] "GET /images/launchmedium.gif HTTP/1.0" 200 11853
tweedie.navsses.navy.mil - - [03/Aug/1995:12:43:49 -0400] "GET /images/WORLD-logosmall.gif HTTP/1.0" 200 669
tweedie.navsses.navy.mil - - [03/Aug/1995:12:43:49 -0400] "GET /images/USA-logosmall.gif HTTP/1.0" 200 234
tweedie.navsses.navy.mil - - [03/Aug/1995:12:43:49 -0400] "GET /images/MOSAIC-logosmall.gif HTTP/1.0" 200 363
karma.mtl.kyoto-u.ac.jp - - [03/Aug/1995:12:43:49 -0400] "GET /facilities/lc39a.html HTTP/1.0" 200 7008
199.22.2.35 - - [03/Aug/1995:12:43:49 -0400] "GET /shuttle/missions/sts-28/sts-28-patch-small.gif HTTP/1.0" 200 11396
trojan.jpl.nasa.gov - - [03/Aug/1995:12:43:49 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
trojan.jpl.nasa.gov - - [03/Aug/1995:12:43:49 -0400] "GET /images/KSC-logosmall.gif HTTP/1.0" 200 1204
192.225.75.179 - - [03/Aug/1995:12:43:52 -0400] "GET /htbin/wais.pl?STS-77 HTTP/1.0" 200 4789
karma.mtl.kyoto-u.ac.jp - - [03/Aug/1995:12:43:52 -0400] "GET /images/lc39a-logo.gif HTTP/1.0" 200 13116
dla303f17.dav.fau.edu - - [03/Aug/1995:12:43:53 -0400] "GET /msfc/onboard/come_aboard.gif HTTP/1.0" 200 48682
sclinet1.shell.ca - - [03/Aug/1995:12:43:54 -0400] "GET /images/ HTTP/1.0" 200 17688
usr14-dialup2.atlanta.mci.net - - [03/Aug/1995:12:43:56 -0400] "GET /shuttle/missions/sts-70/images/KSC-95EC-1012.jpg HTTP/1.0" 200 83915
sclinet1.shell.ca - - [03/Aug/1995:12:43:56 -0400] "GET /icons/menu.xbm HTTP/1.0" 200 527
sclinet1.shell.ca - - [03/Aug/1995:12:43:56 -0400] "GET /icons/blank.xbm HTTP/1.0" 200 509
192.225.75.179 - - [03/Aug/1995:12:43:57 -0400] "GET /shuttle/missions/sts-77/news/ HTTP/1.0" 200 374
xmeng154.litel.com - - [03/Aug/1995:12:43:57 -0400] "GET /shuttle/resources/orbiters/endeavour.html HTTP/1.0" 304 0
xmeng154.litel.com - - [03/Aug/1995:12:43:58 -0400] "GET /shuttle/resources/orbiters/endeavour-logo.gif HTTP/1.0" 304 0
xmeng154.litel.com - - [03/Aug/1995:12:43:58 -0400] "GET /images/ksclogosmall.gif HTTP/1.0" 304 0
xmeng154.litel.com - - [03/Aug/1995:12:43:58 -0400] "GET /shuttle/resources/orbiters/orbiters-logo.gif HTTP/1.0" 304 0
pc0520.hrim.bbsrc.ac.uk - - [03/Aug/1995:12:43:58 -0400] "GET /shuttle/missions/missions.html HTTP/1.0" 200 8677
sclinet1.shell.ca - - [03/Aug/1995:12:43:58 -0400] "GET /icons/unknown.xbm HTTP/1.0" 200 515
sclinet1.shell.ca - - [03/Aug/1995:12:43:59 -0400] "GET /icons/image.xbm HTTP/1.0" 200 509
pc0520.hrim.bbsrc.ac.uk - - [03/Aug/1995:12:44:00 -0400] "GET /images/launchmedium.gif HTTP/1.0" 200 11853
kriley.cin.dca.com - - [03/Aug/1995:12:44:00 -0400] "GET /shuttle/countdown/ HTTP/1.0" 200 5044
usr14-dialup2.atlanta.mci.net - - [03/Aug/1995:12:44:00 -0400] "GET /shuttle/countdown/count70.gif HTTP/1.0" 200 46573
dolphin3.me.mtu.edu - - [03/Aug/1995:12:44:01 -0400] "GET /shuttle/resources/orbiters/challenger.html HTTP/1.0" 200 8089
163.205.18.20 - - [03/Aug/1995:12:44:02 -0400] "GET /images/NASA-logosmall.gif HTTP/1.0" 200 786
194.21.38.50 - - [03/Aug/1995:12:44:02 -0400] "GET /images/ksclogo.gif HTTP/1.0" 200 14298
163.205.18.20 - - [03/Aug/1995:12:44:02 -0400] "GET /images/MOSAIC-logosmall.gif HTTP/1.0" 200 363
212mac90.msd.anl.gov - - [03/Aug/1995:12:44:02 -0400] "GET /shuttle/missions/sts-66/mission-sts-66.html HTTP/1.0" 200 131072
163.205.18.20 - - [03/Aug/1995:12:44:02 -0400] "GET /images/USA-logosmall.gif HTTP/1.0" 200 234
163.205.18.20 - - [03/Aug/1995:12:44:03 -0400] "GET /images/WORLD-logosmall.gif HTTP/1.0" 200 669
192.225.75.179 - - [03/Aug/1995:12:44:03 -0400] "GET /shuttle/missions/sts-77/ HTTP/1.0" 200 1596
128.159.122.233 - - [03/Aug/1995:12:44:03 -0400] "GET /ksc.html HTTP/1.0" 200 7280
kriley.cin.dca.com - - [03/Aug/1995:12:44:03 -0400] "GET /icons/blank.xbm HTTP/1.0" 200 509
kriley.cin.dca.com - - [03/Aug/1995:12:44:03 -0400] "GET /icons/text.xbm HTTP/1.0" 200 527
kriley.cin.dca.com - - [03/Aug/1995:12:44:03 -0400] "GET /icons/image.xbm HTTP/1.0" 200 509
212mac90.msd.anl.gov - - [03/Aug/1995:12:44:03 -0400] "GET /shuttle/missions/sts-66/sts-66-patch-small.gif HTTP/1.0" 200 20271
164.116.78.80 - - [03/Aug/1995:12:44:05 -0400] "GET /shuttle/countdown/countdown.html HTTP/1.0" 200 4324
dolphin3.me.mtu.edu - - [03/Aug/1995:12:44:05 -0400] "GET /shuttle/resources/orbiters/challenger-logo.gif HTTP/1.0" 200 4179
